pond,date,CO2_mean,CH4_mean,N2O_mean,CO2_sd,CH4_sd,N2O_sd
DCSW2,2021-06-09,-1.9233333333333333,0.7893333333333333,0.018,0.6087144924620519,0.04261846235299128,0.002029778313018444
DCSW2,2021-06-21,107.06666666666666,10.020000000000001,0.09013333333333333,11.454838861081083,2.8423229936092764,0.012123255888305474
DCSW2,2021-07-19,10.313333333333333,3.3033333333333337,0.01676666666666667,3.615872416628293,0.8713399642695918,7.023769168568505e-4
DCSW2,2021-08-04,60.86666666666667,16.283333333333335,0.012666666666666666,15.547454239628216,17.583396524373022,3.5118845842842527e-4
DCSW2,2022-01-13,43.699999999999996,8.953333333333335,0.03486666666666667,0.8185352771872442,0.3400490160746439,0.0011846237095944564
DCSW2,2022-01-27,162,14.733333333333334,0.02896666666666667,4.000000000000003,1.1547005383792521,8.082903768654765e-4
DCSW2,2022-02-09,344.6666666666667,26.366666666666667,0.024733333333333333,10.2143689640297,0.8082903768654761,9.073771725877461e-4
DCSW3,2021-06-09,-0.82,0.5066666666666666,0.011133333333333334,1.1758214150116504,0.12314354767235405,4.0414518843273823e-4
DCSW3,2021-06-21,63.73333333333333,18.833333333333332,0.010933333333333333,0.152752523165191,1.35030860670194,5.507570547286102e-4
DCSW3,2021-07-19,31.733333333333338,1.8933333333333333,0.009533333333333335,1.553490693030806,0.17214335111567144,1.537313674346695e-4
DCSW3,2021-08-04,80.86666666666666,3.1066666666666665,0.00645,6.19784908926745,0.4631774318048467,3.0805843601498697e-4
DCSW3,2022-01-13,14.166666666666668,0.7320000000000001,0.0225,3.0730007050655437,0.09462029380634998,7.000000000000005e-4
DCSW3,2022-01-27,50.666666666666664,1.66,0.020533333333333334,1.8009256878986797,0.08544003745317534,2.3094010767585045e-4
DCSW3,2022-02-09,95.4,1.4933333333333334,0.0143,2.551470164434618,0.10692676621563632,1.0000000000000007e-4
DOBA4,2021-06-07,6.206666666666667,0.6753333333333333,0.008106666666666667,1.0653324989567028,0.0727071752534324,6.658328118479424e-5
DOBA4,2021-06-16,32.199999999999996,1.4966666666666666,0.00781,5.273518749374084,0.5445487428443238,8.838551917593743e-4
DOBA4,2021-07-16,3.585,0.3496666666666667,0.011366666666666666,3.0969460763791155,0.047247574893673996,0.001604161255402129
DOBA4,2021-08-04,134.33333333333334,0.07816666666666666,0.004849999999999999,36.08785575970583,0.060850006847438666,7.023531875061149e-4
DOBA4,2022-01-13,21.666666666666668,3.25,0.013266666666666666,3.4312291286554055,0.19974984355438186,1.1547005383792428e-4
DOBA4,2022-01-27,233.66666666666666,3.89,0.00722,16.502525059315424,0.8221313763626832,4.821825380496472e-4
DOBA4,2022-02-09,162,7.81,8.25e-4,0,0.3174901573277507,4.861697234505661e-4
DOBA5,2021-06-07,28.633333333333333,2.3133333333333335,0.009623333333333334,2.3713568549109882,0.550847831377535,1.8475208614068058e-4
DOBA5,2021-06-16,3.9333333333333336,15.366666666666667,0.008603333333333334,0.41235098318463287,1.504437879519567,1.6502525059315364e-4
DOBA5,2021-07-16,10.43,15.5,0.013666666666666667,8.855038113977828,2.6999999999999997,7.505553499465136e-4
DOBA5,2021-08-04,3.67,32,0.009883333333333334,0,8.448076704197234,1.9857828011475242e-4
DOBA5,2022-01-13,0.657,4.96,0.0209,2.1498039445493626,0.7988116173416608,4.3588989435406744e-4
DOBA5,2022-01-27,310.33333333333337,60.53333333333333,-0.00211,4.041451884327371,5.815783122962316,2.981610303175115e-4
DOBA5,2022-02-09,227,11.333333333333334,-0.00175,22.715633383201087,0.2516611478423585,6.67757440991862e-4
DOBA7,2021-06-02,-1.06,0.5583333333333333,0.0117,0.04000000000000004,0.05650073745831406,7.810249675906652e-4
DOBA7,2021-06-14,9.546666666666669,1.3533333333333335,0.007273333333333333,1.9273124638556496,0.33560889936551636,5.807179464536404e-4
DOBA7,2021-07-12,1.8566666666666667,0.46066666666666667,0.00844,0.6123180001709352,0.02510644007686738,2.007485989988474e-4
DOBA7,2021-08-03,-2.933333333333333,0.611,0.009593333333333332,0.6350065616458884,0.08300000000000005,5.773502691896118e-6
DOBA7,2022-01-14,-1.5226666666666666,5.003333333333334,0.043833333333333335,2.065333225737032,1.470045350774368,3.2145502536643097e-4
DOBA7,2022-01-31,70.06666666666668,66.73333333333333,0.0634,6.554642120919595,2.5026652459594616,3.605551275463985e-4
DOBA7,2022-02-11,177,127.33333333333333,0.05996666666666667,0.9999999999999972,6.429100507328636,1.527525231651917e-4
DOBA8,2021-06-10,70.9,1.3233333333333333,0.00664,7.402026749478824,0.251064400768674,2.8478061731796264e-4
DOBA8,2021-06-17,47.6,1.8299999999999998,0.0059833333333333336,3.7986839826445187,0.39949968710876355,4.244211744639201e-4
DOBA8,2021-07-20,12.733333333333334,1.1876666666666666,0.006843333333333334,1.6258331197676266,0.3917860810867754,0.0010193298452087698
DOBA8,2021-08-05,-0.8246666666666667,1.3233333333333333,0.00621,0.5395195393434173,0.1850225211517055,1.4933184523068077e-4
DOBA8,2022-01-14,92.33333333333333,1.2443333333333333,0.03133333333333334,6.823733093647004,0.47329307340519294,0.0015176736583776278
DOBA8,2022-01-30,323.66666666666663,2.65,0.015300000000000001,3.511884584284224,0.3601388621073821,2.645751311064596e-4
DOBA8,2022-02-10,344,16.2,-0.0016129999999999999,1.9999999999999944,0.26457513110646036,7.13622449198454e-4
ELV,2021-06-08,5.43,0.30333333333333334,0.008866666666666667,1.3323287882501076,0.12508530422608938,3.51188458428424e-5
ELV,2021-06-17,3.3333333333333335,0.39766666666666667,0.00762,1.7367882235129684,0.042442117446392,1.7000000000000045e-4
ELV,2021-07-20,-0.09700000000000002,2.3633333333333333,0.010433333333333334,0.5117685023523819,0.4100406483915143,2.8867513459481355e-4
ELV,2021-08-03,86.93333333333334,2.0066666666666664,0.006363333333333334,10.650039123558813,0.16502525059315418,6.55006361292265e-4
ELV,2022-01-14,12.466666666666667,1.9,0.030199999999999998,0.650640709864771,0.2100000000000001,2.999999999999994e-4
ELV,2022-01-30,62.3,5.666666666666666,0.02633333333333333,3.7269290307168452,0.7516204716034106,4.041451884327378e-4
ELV,2022-02-10,12.766666666666666,41.6,0.025300000000000003,1.35030860670194,8.299999999999999,9.999999999999925e-5
HP-UW,2021-06-10,70.93333333333332,2.1399999999999997,0.03476666666666667,8.75233302230516,0.37322915213043056,0.0029263173671584815
HP-UW,2021-06-18,28.5,0.6859999999999999,0.051133333333333336,0.17320508075688804,0.091804139340228,0.0031564748269760257
HP-UW,2021-07-21,48.266666666666666,2.0933333333333333,0.04766666666666666,3.102149792213996,0.31214312956291906,9.865765724632507e-4
HP-UW,2021-08-05,85.86666666666666,1.99,0.040766666666666666,5.950070027599113,0.35791060336346575,0.0037740340927624573
HP-UW,2022-01-12,102.80000000000001,3.1999999999999997,0.08336666666666667,14.3429425153976,0.7623647421018369,0.013661747082029194
HP-UW,2022-01-31,138,2.9133333333333336,0.07563333333333333,1.9999999999999944,0.120968315410827,6.506407098647737e-4
HP-UW,2022-02-09,120,3.4533333333333336,0.07613333333333333,2.6457513110645956,0.6900241541666013,0.0026633312473917535
KP,2021-06-11,642,57.4,0.00276,72.02777242147647,15.018987981884797,0.0012321931666747711
KP,2021-06-22,592.3333333333334,64.96666666666667,0.0028233333333333335,94.94384305121284,14.4368740845563,0.0013827629346107502
KP,2021-07-14,431.6666666666667,66.66666666666667,0.00561,108.48655830716234,10.206043960973973,0.0017942407865166813
KP,2021-08-03,580.3333333333333,96.23333333333333,0.0010316666666666666,14.502873278538088,5.75007246331151,1.7750586844759054e-4
KP,2022-01-14,1426.6666666666667,340.3333333333333,-5.783333333333333e-4,11.547005383792547,13.613718571108105,3.7658243896036007e-4
KP,2022-01-30,2660,737.3333333333334,-0.0023266666666666666,26.457513110645976,22.300971578237004,4.6231302526895485e-4
KP,2022-02-10,3103.3333333333335,994.6666666666667,-0.00287,11.547005383792547,32.86842456421262,8.261355820929154e-4
L60-UW,2021-06-11,20.96666666666667,19,0.004030000000000001,8.750047618918044,4.8,7.3e-4
L60-UW,2021-06-18,52.66666666666667,0.8069999999999999,0.05173333333333333,6.153318887668125,0.24039342753078757,0.00782133833389998
L60-UW,2021-07-13,233,74.39999999999999,4.919666666666667e-4,58.50640990524031,26.02825387919827,5.639992937347824e-4
L60-UW,2021-08-05,580.6666666666666,252.33333333333337,6.723333333333335e-4,74.19119444606166,45.39089482851527,0.003290911170684091
L60-UW,2022-01-13,386,16.033333333333335,0.010566666666666667,3.6055512754639865,0.8504900548115378,5.77350269189631e-5
L60-UW,2022-01-31,584.3333333333333,52.03333333333334,-0.001116,8.621678104251705,1.4468356276140448,5.529810123322499e-4
L60-UW,2022-02-09,586,78.96666666666667,-0.00126,5.000000000000013,2.9938826518975863,2.893095228297887e-4
LM-ARB,2021-06-03,81.10000000000001,2.0433333333333334,0.012766666666666667,10.612728207204782,0.20984120980716198,0.0016862186493255648
LM-ARB,2021-06-15,144,1.96,0.014900000000000002,20.07485989988473,0.41036569057366373,5.291502622129181e-4
LM-ARB,2021-07-13,112,1.1006666666666667,0.00831,11.135528725660047,0.35888902648776166,2.9614185789921725e-4
LM-ARB,2021-08-02,38.26666666666667,1.1186666666666665,0.006513333333333334,19.32364699877674,0.49891114773407624,6.264449962553244e-4
LM-ARB,2022-01-12,413.33333333333337,3.08,0.03436666666666666,122.31652927275748,2.040318602571667,0.0013868429375143135
LM-ARB,2022-01-31,829.3333333333333,26.266666666666666,0.0097,8.504900548115373,0.4932882862316239,3.4828149534536003e-4
LM-ARB,2022-02-11,312.33333333333337,8.98,0.022866666666666667,10.263202878893768,0.1452583904633398,3.214550253664316e-4
MDT,2021-06-10,-0.27730666666666665,0.9660000000000002,0.0069700000000000005,0.2825401248200569,0.04503332099679085,2.0223748416156682e-4
MDT,2021-06-17,0.05499999999999999,0.8066666666666666,0.007393333333333333,1.3746181287906833,0.08808140174482536,3.569780572154724e-4
MDT,2021-07-20,0.3968333333333333,0.5396666666666667,0.007703333333333334,0.35944621758106365,0.03262412195497883,8.326663997864515e-5
MDT,2021-08-05,-2.576666666666666,0.7706666666666667,0.00768,0.7720319509795779,0.07349376390778567,1.5394804318340626e-4
MDT,2022-01-14,4.739999999999999,0.4646666666666667,0.0182,2.0290145391297716,0.3096131995463587,2.645751311064577e-4
MDT,2022-01-30,116.66666666666667,0.37166666666666665,0.017499999999999998,1.5275252316519423,0.04465795935030322,4.3588989435406744e-4
MDT,2022-02-10,119.66666666666667,0.7450000000000001,0.012299999999999998,2.3094010767585043,0.17515992692394,3.4641016151377475e-4
O-N,2021-06-11,17,0.319,0.012433333333333333,0.7937253933193785,0.03968626966596884,9.073771725877465e-4
O-N,2021-06-22,68.83333333333333,0.469,0.020633333333333333,1.0263202878893736,0.2231793001154005,5.033222956847161e-4
O-N,2021-07-14,6.8533333333333335,0.5413333333333333,0.020966666666666665,1.8339120298785694,0.02709858544893689,0.001604161255402128
O-N,2021-08-03,0.2363333333333333,1.4166666666666667,0.011300000000000001,0.508524663446458,0.19604421270043476,1.0000000000000007e-4
O-N,2022-01-14,91.2,0.35200000000000004,0.17833333333333332,2.523885892824793,0.15420440979427275,0.008504900548115375
O-N,2022-01-30,52.1,0.8376666666666668,0.216,2.400000000000001,0.3030022002120337,0.005000000000000005
O-N,2022-02-10,61.36666666666666,0.7956666666666666,0.22233333333333333,1.0016652800877817,0.07378572581016829,5.773502691896233e-4
O-S,2021-06-11,22.033333333333335,0.6016666666666667,0.007083333333333334,1.2662279942148384,0.09900168348736973,9.451631252505209e-5
O-S,2021-06-22,54.7,0.4613333333333333,0.009626666666666667,6.350590523722974,0.017243356208503396,8.326663997864581e-5
O-S,2021-07-14,6.81,0.9203333333333333,0.008403333333333334,2.5919683640044684,0.1336650041459369,0.0012050034578097004
O-S,2021-08-03,1.008,2.31,0.00711,0.570378821486212,0.09848857801796099,2.8583211855912906e-4
O-S,2022-01-14,69.3,1.5033333333333332,0.040433333333333335,0.5291502622129233,0.07371114795832,4.932882862316254e-4
O-S,2022-01-30,167,0.4686666666666667,0.07323333333333333,4.58257569495584,0.10249552835774514,0.002345918441321724
O-S,2022-02-10,194,1.1566666666666667,0.06396666666666666,8.185352771872452,0.03511884584284244,0.001184623709594455
OPP-E,2021-06-02,-2.35,1.66,0.0118,1.06226173799116,0.22,4.3588989435406744e-4
OPP-E,2021-06-14,3.7266666666666666,0.9743333333333334,0.006586666666666667,0.35388321990924243,0.30401370583138737,3.2005207909547066e-4
OPP-E,2021-07-12,4.496666666666667,0.2926666666666667,0.008533333333333334,0.33306655991458106,0.02893671255228094,1.5275252316519998e-5
OPP-E,2021-08-03,-1.4353333333333333,0.612,0.007046666666666666,0.9748052797011992,0.06581793068761733,1.9139836293274133e-4
OPP-E,2022-01-12,149,0.30000000000000004,0.021066666666666668,9.539392014169458,0.0677347768875044,3.055050463303888e-4
OPP-E,2022-01-31,341.99999999999994,0.36,0.018233333333333334,3.6055512754639945,0.10804165863221467,7.371114795831991e-4
OPP-E,2022-02-11,329,4.3933333333333335,0.0011326666666666666,1.732050807568888,0.39119475115769786,2.346088944037146e-4
OPP-W,2021-06-02,-0.5846666666666667,1.55,0.013833333333333333,1.2008298519496148,0.4417012565071555,4.932882862316247e-4
OPP-W,2021-06-14,14.466666666666667,0.599,0.006566666666666667,6.250066666311114,0.11600000000000003,6.525590650150631e-4
OPP-W,2021-07-12,236.33333333333331,1.7413333333333334,0.0069,2.5166114784235907,0.6743777378690176,4.4508426168535784e-4
OPP-W,2021-08-03,580.6666666666666,54.8,6.623333333333334e-4,57.87342510456184,12.850291825480072,7.593841803285959e-4
OPP-W,2022-01-12,413.6666666666667,0.9903333333333333,0.12566666666666668,18.61003313627716,0.17300385352162923,0.005686240703077317
OPP-W,2022-01-31,585.3333333333334,0.434,0.3146666666666667,6.658328118479435,0.07068238818828913,0.003785938897200176
OPP-W,2022-02-11,630,33.666666666666664,-1.900000000000001e-4,32.96968304366909,2.6558112382722805,0.001862283544468994
UM-ARB,2021-06-03,103.2,4.846666666666667,0.017666666666666667,9.258509599282165,0.18770544300401446,0.0016196707484341791
UM-ARB,2021-06-15,120,1.161,0.015866666666666668,8.999999999999995,0.3189247560162114,9.71253485622231e-4
UM-ARB,2021-07-13,133.66666666666669,1.0076666666666667,0.01713333333333333,9.60902353693305,0.20718671128557775,5.686240703077328e-4
UM-ARB,2021-08-02,58.9,1.065,0.013866666666666666,14.964290828502367,0.7750941878249378,0.0011590225767142469
UM-ARB,2022-01-12,876,94.63333333333334,0.12166666666666666,8.544003745317516,6.4531645983450145,0.015534906930308052
UM-ARB,2022-01-31,1060,150.66666666666666,0.004876666666666667,17.320508075688817,4.7258156262526105,0.0010450996762669737
UM-ARB,2022-02-11,1173.3333333333333,202.66666666666666,0.06033333333333333,5.773502691896273,8.386497083606075,0.0025423086620891162
